,image,image_cat_score,participant,category,description,question,context_justification,reactionTime
360,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,What are the health benefits of the meal?,To show an example of a healthy meal.,10.9578
361,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,How does this particular meal fit into the overall health plan or strategy?,To show an example of a healthy meal.,10.9578
362,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What is the expression on the man's face?,To show an example of the discussion around a particular topic.,10.9578
363,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,How does the body language of the crowd look?,To show an example of the discussion around a particular topic.,10.9578
364,images/shopping/7.png,59.2,#NAME?,social_media,a man wearing a white t - shirt,What is the man doing in the picture?,Because it is a picture of one of my connections.,10.9578
365,images/shopping/7.png,59.2,#NAME?,social_media,a man wearing a white t - shirt,What is the overall setting of the picture?,Because it is a picture of one of my connections.,10.9578
366,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Are there any plants or animals in the picture?,It displays a diver who is likely performing some form of scientific research.,10.9578
367,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Does the scuba diver have any specialized gear?,It displays a diver who is likely performing some form of scientific research.,10.9578
368,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,What is the type of street the woman is walking down?,The image displays a shopper who is browsing stores. ,10.9578
369,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,"Are there any other people in the picture and if so, what are they doing?",The image displays a shopper who is browsing stores. ,10.9578
370,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,what style is the top,To provide an image for the outfit the model is wearing,8.588833333
371,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,what shade of pink,To provide an image for the outfit the model is wearing,8.588833333
372,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,what are they wearing,a post someone made showing them snowboarding,8.588833333
373,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,what does the snowboard look like,a post someone made showing them snowboarding,8.588833333
374,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,what is the speech about,to show a recent related event,8.588833333
375,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,where is the speech being given,to show a recent related event,8.588833333
376,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,where is the performance,to advertise a destination for travel,8.588833333
377,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,what are they wearing,to advertise a destination for travel,8.588833333
378,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,who are the men,a group of scientists featured for recent works,8.588833333
379,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,why are they in front of the wall,a group of scientists featured for recent works,8.588833333
380,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,where is the building,a recent disaster featured in an article,8.588833333
381,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,what destroyed the building,a recent disaster featured in an article,8.588833333
382,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,color of the sweater ,The clothes on the model are for sale on the store's website. ,7.056416667
383,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,material of the sweater,The clothes on the model are for sale on the store's website. ,7.056416667
384,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,why is the boat in the news? ,Something happened with this boat or with the fishing industry that needed to be reported on. ,7.056416667
385,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,why is there a crab on the boat?,Something happened with this boat or with the fishing industry that needed to be reported on. ,7.056416667
386,images/health/6.png,93,#NAME?,health,various foods that are in bowls,what foods are in the bowls? ,The foods in the image are considered healthy by the people who run the site. ,7.056416667
387,images/health/6.png,93,#NAME?,health,various foods that are in bowls,are the foods good or bad to eat? ,The foods in the image are considered healthy by the people who run the site. ,7.056416667
388,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is the scuba diver looking at anything interesting? ,The website likely offers trips to a location that has coral reefs. ,7.056416667
389,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is scuba diving part of a package that I can purchase? ,The website likely offers trips to a location that has coral reefs. ,7.056416667
390,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Why is the concert hall filled with plants? ,There is likely a new article about recent research showing the benefits of plants hearing music ,7.056416667
391,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Is music being played to the plants or are they just sitting there?,There is likely a new article about recent research showing the benefits of plants hearing music ,7.056416667
392,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,Where is the woman at? ,Someone posted this image of themselves on their page. ,7.056416667
393,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,What is the woman doing in that location? ,Someone posted this image of themselves on their page. ,7.056416667
394,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,how old is she?,the website could be fashion or jewelry,8.760166667
395,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,what is she wearing and what color?,the website could be fashion or jewelry,8.760166667
396,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,what is he doing?,he appears as though he is a model of some sort of fashion website,8.760166667
397,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,is he alone?,he appears as though he is a model of some sort of fashion website,8.760166667
398,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,how many people?,a wilderness photo showing people fishing would suit a science magazine,8.760166667
399,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,has anyone caught any fish?,a wilderness photo showing people fishing would suit a science magazine,8.760166667
400,images/health/1.png,87.75,#NAME?,health,a doctor and an elderly woman,is the woman alright?,it displays an image of a nurse handing pills to his patient which is suitable to be on a health website,8.760166667
401,images/health/1.png,87.75,#NAME?,health,a doctor and an elderly woman,what are they doing?,it displays an image of a nurse handing pills to his patient which is suitable to be on a health website,8.760166667
402,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,are they in the water?,"it shows a couple in wet suits, presumably they are vacationing somewhere",8.760166667
403,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,what do the people look like?,"it shows a couple in wet suits, presumably they are vacationing somewhere",8.760166667
404,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,is there an audience?,"image of a citizen speaking at a podium, probably at town hall or something",8.760166667
405,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,what is his environment?,"image of a citizen speaking at a podium, probably at town hall or something",8.760166667
406,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,what is the color of the luggage?,This just looks like stock imagery. It looks staged and artificial.,16.27373333
407,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,What time of day is it?,This just looks like stock imagery. It looks staged and artificial.,16.27373333
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
418,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,Does the food look appetizing ,To show the food available in the place that i am traveling,14.45048333
419,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,Is the picture in black and white or color,To show the food available in the place that i am traveling,14.45048333
420,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,Does the lady appear to be in pain or unhappy?,Running is a good way to stay in shape and healthy ,14.45048333
421,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,Does the lady seem to be in good shape?,Running is a good way to stay in shape and healthy ,14.45048333
422,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Is there any fish or animals in the photograph?,Because its showing someone diving and doing scientific research more than likely ,14.45048333
423,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Does she seem to have perfectional gear on?,Because its showing someone diving and doing scientific research more than likely ,14.45048333
424,images/news_journals/11.png,68,#NAME?,news,two soccer players running after the ball,what teams are in the picture?,There is news about how the game went ,14.45048333
425,images/news_journals/11.png,68,#NAME?,news,two soccer players running after the ball,What team is closest to the ball?,There is news about how the game went ,14.45048333
,,,,,,,,
427,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,Does the man seem to be friendly?,its showing someone else who is looking to make a connection,14.45048333
428,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,Is she in Indian clothing? ,there is information about some sort of show that you could go to ,14.45048333
429,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,Does she seem to be happy about dancing?,there is information about some sort of show that you could go to ,14.45048333
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
436,images/science_journals/2.png,41.83333333,#NAME?,science_journals,a man and woman in wetsuits,What is the reason they are standing for the picture,Man and woman standing in waist high water in wetsuits,9.353833333
437,images/science_journals/2.png,41.83333333,#NAME?,science_journals,a man and woman in wetsuits,Where was the picture taken,Man and woman standing in waist high water in wetsuits,9.353833333
438,images/science_journals/1.png,94,#NAME?,news,a building that has been destroyed,What caused the building to collapse or be destroyed?,Picture of a collapsed building with multiple people standing on and around the rubble.,9.353833333
439,images/science_journals/1.png,94,#NAME?,news,a building that has been destroyed,Was anyone harmed with the building falling down?,Picture of a collapsed building with multiple people standing on and around the rubble.,9.353833333
440,images/news_journals/11.png,68,#NAME?,news,two soccer players running after the ball,What two teams are playing,Because the article will tell about a recent soccer match somewhere,6.014216667
441,images/news_journals/11.png,68,#NAME?,news,two soccer players running after the ball,Is it the championship game.,Because the article will tell about a recent soccer match somewhere,6.014216667
442,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,What school?,It's the social webpage of a team member who is in the photograph,6.014216667
443,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,What did they win?,It's the social webpage of a team member who is in the photograph,6.014216667
444,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,Where is the river?,Three fishermen fishing in a river.,6.014216667
445,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,Was the fishing geat?,Three fishermen fishing in a river.,6.014216667
446,images/health/7.png,74.75,#NAME?,health,two women in blue sports bras and leggings,The strength of the bands?,How to use exercise bands for health,6.014216667
447,images/health/7.png,74.75,#NAME?,health,two women in blue sports bras and leggings,The cost of the bands?,How to use exercise bands for health,6.014216667
448,images/science_journals/4.png,59,#NAME?,travel,a boat with a crab in it,Where is this picture taken?,I fishing trawler brings up a cage full of fish,6.014216667
449,images/science_journals/4.png,59,#NAME?,travel,a boat with a crab in it,Is it a popular tourist attraction?,I fishing trawler brings up a cage full of fish,6.014216667
450,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,Where can I buy it?,A way to close off a bed in a living room.,6.014216667
451,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,How much does it cost?,A way to close off a bed in a living room.,6.014216667
452,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,is the sweater double breasted,"no this image is not for shopping he's slightly turned and you can not see his cloths head on
",21.20226667
453,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,What type of material is the sweater made of,"no this image is not for shopping he's slightly turned and you can not see his cloths head on
",21.20226667
454,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,what type of broth is used,Because of the colors green red  you think you see vegetables,21.20226667
455,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,how much sodium per serving,Because of the colors green red  you think you see vegetables,21.20226667
456,images/social_media/7.png,16.5,#NAME?,social_media,a man in a black shirt standing in front of,what does the person featured do for NASA,Get more people interested in NASA and space travel,21.20226667
457,images/social_media/7.png,16.5,#NAME?,social_media,a man in a black shirt standing in front of,Is this an employment ad,Get more people interested in NASA and space travel,21.20226667
458,images/shopping/4.png,91.25,#NAME?,travel,the pool at the holiday inn in san diego,is their an outdoor resturant/ bar,This image appears to show case some of the great views of hotels and lodging ,21.20226667
459,images/shopping/4.png,91.25,#NAME?,travel,the pool at the holiday inn in san diego,is their a pool attendant,This image appears to show case some of the great views of hotels and lodging ,21.20226667
460,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,is this under water wine cellar,the image shows debris that underwater wine was able to scoop out ocean,21.20226667
461,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,what are the objects in the cage,the image shows debris that underwater wine was able to scoop out ocean,21.20226667
462,images/news_journals/4.png,32.6,#NAME?,news,a seal on the beach,why  is there grass on the beach ,how global warming is affecting the environment,21.20226667
463,images/news_journals/4.png,32.6,#NAME?,news,a seal on the beach,what's behind the seal and how did he washup on the beach,how global warming is affecting the environment,21.20226667
464,images/health/2.png,82,#NAME?,health,a woman running on a mountain,Is the woman dressed like she is exercising?,Probably to show encourage a healthy active lifestyle.,16.829
465,images/health/2.png,82,#NAME?,health,a woman running on a mountain,Does the woman in the image look like she is physically fit?,Probably to show encourage a healthy active lifestyle.,16.829
466,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Is he talking towards other people in the image?,The image looks like a forum or town hall meeting of sorts so it is likely related to political news.,16.829
467,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Is the man dressed professionally?,The image looks like a forum or town hall meeting of sorts so it is likely related to political news.,16.829
468,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,Is the snowboarder part of a competition?,Snowboarding could be a hobby that you have in common with someone.,16.829
469,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,Does the snowboarder look like they are about to snowboard down the hill?,Snowboarding could be a hobby that you have in common with someone.,16.829
470,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,What type of setting is the woman in.,I think you would come across this image if you were to enter the sporting section of a shopping website,16.829
471,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,Is she posing in a specific way?,I think you would come across this image if you were to enter the sporting section of a shopping website,16.829
472,images/science_journals/2.png,41.83333333,#NAME?,science_journals,a man and woman in wetsuits,Are the people in water?,Something new was likely discovers in a body of water and the people depicted could be the people who found it.,16.829
473,images/science_journals/2.png,41.83333333,#NAME?,science_journals,a man and woman in wetsuits,Are the posing for the picture or actively doing something?,Something new was likely discovers in a body of water and the people depicted could be the people who found it.,16.829
474,images/travel/4.png,90,#NAME?,travel,a skier on a mountain,Is the skier the main focus of the image?,The website is likely showing an available activity at one of the locations you could travel to.,16.829
475,images/travel/4.png,90,#NAME?,travel,a skier on a mountain,Is the person actually skiing or just standing on the mountain.,The website is likely showing an available activity at one of the locations you could travel to.,16.829
476,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,is this a fishing boat?,the boat says underwater wine. what is that?,19.4993
477,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,what is in the trap?,the boat says underwater wine. what is that?,19.4993
478,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,is it snowing now?,An influencer is sharing pics of their vacation,19.4993
479,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,is it snowboarding safe?,An influencer is sharing pics of their vacation,19.4993
480,images/news_journals/4.png,65.4,#NAME?,science_journals,a seal on the beach,is the seal population dwindling?,it shows a seal in its natural habitat,19.4993
481,images/news_journals/4.png,65.4,#NAME?,science_journals,a seal on the beach,do seals like human contact?,it shows a seal in its natural habitat,19.4993
482,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,are they actually scuba diving in the picture?,a couple getting benefits of exercising while scuba diving ,19.4993
483,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,are they wearing masks?,a couple getting benefits of exercising while scuba diving ,19.4993
484,images/shopping/4.png,43.75,#NAME?,shopping,the pool at the holiday inn in san diego,How big is the pool?,To give an impression on what the shopping website sells or where some product the website sells is roughly located.,17.97111667
485,images/shopping/4.png,43.75,#NAME?,shopping,the pool at the holiday inn in san diego,Is it the kind of place you'd go to have a vacation?,To give an impression on what the shopping website sells or where some product the website sells is roughly located.,17.97111667
486,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Is the woman a scientist?,An article is directly related to this image.,17.97111667
487,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Where is the mountain located?,An article is directly related to this image.,17.97111667
488,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,Where is the street located?,Possibly as an example to one of the places you can travel to.,17.97111667
489,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,What does the woman look like?,Possibly as an example to one of the places you can travel to.,17.97111667
490,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Where's he giving a speech at?,"It accompanies an article, possibly about a court case.",17.97111667
491,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What does the man look like?,"It accompanies an article, possibly about a court case.",17.97111667
492,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,What does the snowboarder look like?,It's either a picture someone posted or an advertisement.,17.97111667
493,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,What's the weather like?,It's either a picture someone posted or an advertisement.,17.97111667
494,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,What vegetables are in the bowl?,"It accompanies an article, possibly one about healthy living.",17.97111667
495,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,Is this a bowl of soup?,"It accompanies an article, possibly one about healthy living.",17.97111667
496,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,How do I travel,Because of the environment and luggage,17.97651667
497,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,How do I book a flight,Because of the environment and luggage,17.97651667
498,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,What should I wear when swimming,Because of the air breeze and what they are wearing,17.97651667
499,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,Can I swim in any type of water,Because of the air breeze and what they are wearing,17.97651667
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
526,images/news_journals/8.png,84.5,-NVVWTKtmA-Q412H9-5P,news,a man giving a speech,What kind of mood does the man appear to be in?,These kinds of events are often covered in the news.,16.5328
527,images/news_journals/8.png,84.5,-NVVWTKtmA-Q412H9-5P,news,a man giving a speech,How big of a crowd is the man speaking to?,These kinds of events are often covered in the news.,16.5328
528,images/travel/5.png,53.16666667,-NVVWTKtmA-Q412H9-5P,social_media,a woman walking down a street with her suitcase,What is the setting of the street she's walking down?,People tend to share photos from trips on social media.,16.5328
529,images/travel/5.png,53.16666667,-NVVWTKtmA-Q412H9-5P,social_media,a woman walking down a street with her suitcase,What does it look like the woman's purpose is?,People tend to share photos from trips on social media.,16.5328
530,images/travel/4.png,90,-NVVWTKtmA-Q412H9-5P,travel,a skier on a mountain,"What does the setting, particularly the mountains, look like?",Travel sites tend to show photos of travel destinations.,16.5328
531,images/travel/4.png,90,-NVVWTKtmA-Q412H9-5P,travel,a skier on a mountain,Where are the mountains located?,Travel sites tend to show photos of travel destinations.,16.5328
532,images/shopping/5.png,30.33333333,-NVVWTKtmA-Q412H9-5P,shopping,a group of vases,What does the vases look like?,Shopping sites tend to sell these kinds of knick knacks.,16.5328
533,images/shopping/5.png,30.33333333,-NVVWTKtmA-Q412H9-5P,shopping,a group of vases,How well made do the vases appear to be?,Shopping sites tend to sell these kinds of knick knacks.,16.5328
534,images/health/6.png,93,-NVVWTKtmA-Q412H9-5P,health,various foods that are in bowls,What kinds of foods are there?,A photo of healthy foods is good content for a health site.,16.5328
535,images/health/6.png,93,-NVVWTKtmA-Q412H9-5P,health,various foods that are in bowls,What kind of arrangement are the foods in?,A photo of healthy foods is good content for a health site.,16.5328
536,images/science_journals/6.png,9.666666667,-NVVWTKtmA-Q412H9-5P,science_journals,a group of men standing in front of a wall,What era do the men appear to be from?,The magazine is covering a decades old social science topic.,16.5328
537,images/science_journals/6.png,9.666666667,-NVVWTKtmA-Q412H9-5P,science_journals,a group of men standing in front of a wall,How are the men dressed?,The magazine is covering a decades old social science topic.,16.5328
538,images/health/3.png,95.33333333,#NAME?,health,a woman in a pink sports bra top,What is she doing and why is she wearing that?,Because she is excerizing and stretching ,7.057583333
539,images/health/3.png,95.33333333,#NAME?,health,a woman in a pink sports bra top,She is in great shape?,Because she is excerizing and stretching ,7.057583333
540,images/shopping/4.png,50.75,#NAME?,social_media,the pool at the holiday inn in san diego,Is it a nice pool?,To ge tpeople to book a vacation there,7.057583333
541,images/shopping/4.png,50.75,#NAME?,social_media,the pool at the holiday inn in san diego,Is there a lot of room for people and kids?,To ge tpeople to book a vacation there,7.057583333
542,images/shopping/6.png,61.42857143,#NAME?,shopping,a snowboarder standing on a snow covered hill,Are they wearing big named brand equipment?,Showing off the snowboard/ski equipment and gear,7.057583333
543,images/shopping/6.png,61.42857143,#NAME?,shopping,a snowboarder standing on a snow covered hill,Is it a pro athlete? ,Showing off the snowboard/ski equipment and gear,7.057583333
544,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,Why is she walking down the street with her suitcase?,Showing people the freddom of travel,7.057583333
545,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,Where is she? ,Showing people the freddom of travel,7.057583333
546,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,What size is the bed?,"The image could represent several items for sale. Thus, it may be appropriate for a shopping website.",16.31515
547,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,"Where are the curtains located, and what color are they?","The image could represent several items for sale. Thus, it may be appropriate for a shopping website.",16.31515
548,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,What do the man and woman look like?,"I am hoping it would appear there as a ""before"" photo with another one showing the ""after"".",16.31515
549,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,Does the man and woman look fit and healthy?,"I am hoping it would appear there as a ""before"" photo with another one showing the ""after"".",16.31515
550,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is the scuba diver in a tropical location?,It could appear to show that scuba diving is one of the activities one could do when traveling to a specific location.,16.31515
551,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is there something beautiful surrounding the scuba diver?,It could appear to show that scuba diving is one of the activities one could do when traveling to a specific location.,16.31515
552,images/news_journals/25.png,36.25,#NAME?,news,a group of people sitting at a table,What are the people doing who are sitting at the table?,I'm guessing the image would represent the ethnic group of people being written about in the news article.,16.31515
553,images/news_journals/25.png,36.25,#NAME?,news,a group of people sitting at a table,Who are the people sitting at the table?,I'm guessing the image would represent the ethnic group of people being written about in the news article.,16.31515
554,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,Is the man alone or with someone else?,"This image could represent two scenarios -- a person, alone, who is yearning for the connection with another person -- or a person, alone, who is yearning to connect with their inner self.",16.31515
555,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,What is the man doing?,"This image could represent two scenarios -- a person, alone, who is yearning for the connection with another person -- or a person, alone, who is yearning to connect with their inner self.",16.31515
556,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Where is this located?,"Though a beautiful image, perhaps it could be related if the article is about being physically active (i.e., hiking, running, etc.) in a beautiful, mountainous area.",16.31515
557,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Why is the woman running on a mountain?,"Though a beautiful image, perhaps it could be related if the article is about being physically active (i.e., hiking, running, etc.) in a beautiful, mountainous area.",16.31515